Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,01/07/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Congo, Republic of the",COD,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.8430355,149.877406,152.096409,164.0369382,150.2511964,160.6330729,213.9971363,172.5703114,174.2438973,162.2463156,188.6108895,198.4769969,215.5906756,218.8249829,196.0303476,206.6510028,242.6560633,256.6051852,281.1765548,304.6501679,299.4273116,314.5802622,317.0723411,365.5123598,408.2921959,405.9225282,411.2004025,372.7688068,,,
"Congo, Rep.",COG,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,966.2341936,1041.916714,1056.442573,1160.738984,1080.942037,1113.378543,909.1008855,774.7385923,670.6516009,652.0870436,937.3163293,1471.468863,2196.891842,1858.579709,1801.286309,1434.890073,1097.81747,916.3875269,598.2652508,442.7971623,450.4376252,680.4927233,705.574503,492.9820824,558.952867,48.68438309,63.63249436,212.6466747,345.3447283,271.1529367,11.96268858,183.3495335,251.8599748,481.4958377,333.5438288,455.3750608,566.3550961,597.8356524,706.0651743,854.2133392,1132.866099,809.2502188,1307.910917,1616.20797,1781.654144,1463.932608,1141.653019,774.8971298,855.8196987,734.4992103,585.3481641,775.3345683,,,
Colombia,COL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,1935.29052,2010.080967,2133.863877,2277.314641,2274.575456,2279.858196,2450.385402,2611.483993,2774.404299,2778.493389,2859.082984,2789.013528,2751.917704,2666.537685,2668.384483,2635.949242,2848.690653,2756.456164,2858.663624,2800.204378,2783.233586,2855.832844,2959.491058,3103.801182,3421.742872,3503.835119,3454.325061,3530.203498,3445.068808,3159.939624,3101.049548,3119.287074,3135.79793,3166.754571,3296.095761,3424.971845,3592.10858,3857.889592,3968.378231,4092.947613,4239.652755,4397.327759,4618.125012,4875.522566,5090.061755,5260.868776,5343.337833,5349.792971,5352.297375,5458.563035,5092.997839,5422.970062,,,
Comoros,COM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,926.4286152,934.3258336,962.5864249,980.5295914,995.9308331,980.1114736,971.5116691,966.7860075,962.8989666,917.7157565,932.4361829,861.9996352,923.2469672,930.3091864,859.217775,860.4320746,833.1965235,851.2819455,845.3647552,853.0279555,931.7932566,936.4159231,934.1502181,932.1660437,935.68531,946.3204978,953.723833,942.4858987,940.8624814,1020.45669,991.4188132,1065.072112,1108.979951,1179.516922,1211.128729,1206.76011,1214.210005,1246.909451,1278.929593,1316.67831,1294.020134,1330.409116,,,
Cape Verde,CPV,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2385.64904,2454.822069,2486.655473,2411.700795,2491.127042,2517.981058,2582.110083,2571.897727,2650.499569,2788.001269,2842.379125,3070.539748,3265.381754,2733.86403,2921.80932,,,
Costa Rica,CRI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,4662.68312,4797.967454,5029.119353,4821.003523,4987.411951,5344.750417,6033.533129,6059.818893,5960.176525,5741.719673,4768.659696,4271.484655,4606.376869,5019.930973,5061.097791,5545.366826,5299.718344,5281.684818,5287.398837,5422.425717,5414.217993,5847.151308,6177.157026,6466.086942,6558.932372,6423.334392,6745.137167,7071.865684,6904.610045,6904.409581,6967.118453,7015.827287,7111.123687,7188.639146,7247.989657,7691.656819,8188.107065,8424.126849,8485.580719,8951.160102,9133.569581,9588.395887,9791.638701,10088.65395,10614.15739,11085.82138,11254.76693,11351.46591,11556.3264,10937.87046,11459.89992,,,
Caribbean small states,CSS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11919.25376,,,,,,,,,
Cuba,CUB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,2489.05901,2657.012482,2740.988333,2793.627551,2783.300364,2993.874003,3124.802068,3367.421432,3567.801381,3578.926538,3380.763383,4004.136745,4322.144032,4528.612341,4852.641439,4970.152786,4699.818018,4612.811794,4793.27482,4788.000844,4725.114891,4199.358621,3470.949173,3025.746929,3044.709427,2984.959484,3180.487328,3240.535202,3201.023064,3360.286477,3432.816263,3565.247305,3635.788182,3842.552197,4050.65479,4425.844717,5032.289704,5199.187407,5081.778797,5261.795597,5641.533928,5662.384857,5953.513295,6131.372699,6312.491882,6645.266827,6874.482986,6986.031479,7066.595601,7102.424776,,,,,
Curacao,CUW,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,6207.25,7549.088379,8000.77832,9103.365234,9511.120117,9187.238281,9769.504883,10069.89063,11235.42188,11651.8291,11568.71582,12522.25684,13614.1875,14888.50391,15166.33203,14343.64258,15882.49121,14461.50879,15110.10938,15562.5625,15465.60449,15479.96387,18114.33789,17204.23047,17499.83203,18672.79492,19302.59766,20250.70313,20739.49805,21256.01563,21721.79297,22287.15234,23618.92383,22771.01172,22353.51367,22780.79297,20805.75586,19137.58984,18629.80469,20165.85156,21024.85352,22358.91602,23171.36133,23688.47461,21395.23047,22186.42383,,,
Czechia,CZE,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7877.936004,8225.890053,8512.619086,8991.845202,8907.265927,9113.911218,9170.183397,9340.252931,9729.254806,10061.25103,10468.91727,10894.17119,11551.25822,11901.36255,12520.14458,12591.23228,11828.13724,11677.14335,11645.71244,11761.49594,11855.08358,12194.8468,12903.36809,13267.13767,14037.58036,14426.20921,14699.35928,13857.22475,14649.50396,,,
Germany,DEU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,15705.73696,16163.41524,16770.82388,17472.34373,17297.0182,17198.45727,18109.12283,18734.65918,19527.29193,20043.101,19816.66669,19399.33112,19323.5055,19835.07583,20456.04778,21018.38241,22171.44268,22602.38228,23520.72773,24138.94705,25273.92867,26046.36123,26455.39932,25927.07187,26493.05913,26888.17458,27017.82687,27315.20348,27905.93599,28352.25308,28688.66412,29010.86951,28765.28722,28643.17238,29503.10162,29594.02679,31007.06558,31901.46003,31685.58525,30292.73446,31500.75252,33336.53518,33237.78572,33296.0018,33976.25669,34656.44191,35485.55705,36172.02899,36630.71166,36896.99482,35136.44308,36015.85703,,,
Djibouti,DJI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1667.281234,1888.531085,2043.606977,2079.287138,2092.101864,2262.486985,2395.705119,2437.666566,2619.055821,,,
Dominica,DMA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6321.031522,,,,,,,,,
Denmark,DNK,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,21476.68596,21828.30122,22618.19886,24173.87458,22786.7484,22936.61288,24376.3765,24945.29186,25903.3983,26227.17659,25294.10084,24591.96085,25189.77288,25998.77149,26938.71007,28024.15381,30004.53874,30155.02545,29780.50945,29716.43556,30084.76368,30254.91806,31169.67882,31071.86272,32686.60728,33648.08915,34546.45472,35463.30314,36297.57349,37169.06665,37841.8417,38277.62053,38372.49959,38478.29862,40002.67296,41561.29938,43207.80047,42742.71971,42172.01424,40189.6937,41951.77172,42124.04629,42320.57767,43514.46119,44851.04065,45798.0298,46523.3624,47532.66472,48346.22143,48807.26733,48329.31271,51315.94513,,,
Dominican Republic,DOM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,1745.790928,1929.622439,2042.379932,2084.098477,2259.631978,2165.518743,2200.590373,2159.747064,2133.397079,2205.890227,2215.391114,2221.02323,2190.140259,2030.477338,2207.91674,2396.161884,2480.526476,2621.071966,2638.733649,2395.990404,2537.711464,2790.357527,2880.085676,2953.200536,3047.754474,3192.823715,3464.612561,3676.518144,3779.258516,3806.970786,3913.137273,3978.087678,3648.291897,3666.640571,4085.799072,4372.412287,4621.976878,4748.926242,4897.113039,5178.733402,5179.022781,5270.397635,5357.064409,5661.186888,6214.21529,6584.484986,6735.707809,7047.18634,7228.316469,6653.16286,7078.775149,,,
Algeria,DZA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,2549.884164,2411.477412,2574.099426,2507.421856,2484.811727,2601.987594,2865.514709,2448.076024,3149.656383,3592.103824,3655.133202,3761.90572,3702.655277,3738.917639,3227.719566,2676.798311,2523.39855,2550.809915,2470.217725,2344.341014,2235.086367,2005.290847,1975.725736,1913.425924,1868.31276,1862.982224,1954.812326,1915.869291,2257.409735,2225.256637,2243.353349,2414.648967,2534.529954,2758.201003,2942.134265,3100.935232,3265.166755,2926.348953,3261.632046,3346.154024,3574.486597,3532.522271,3434.993372,3319.132168,3403.712428,3389.311228,3319.201618,3262.79288,3010.430218,3069.116841,,,
East Asia & Pacific (excluding high income),EAP,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.155354,1431.242364,1462.933751,1221.859292,1215.176598,1197.310236,1257.282387,1680.063039,1555.151563,1903.456835,2048.282529,2352.428836,2925.87145,3063.36345,3413.970136,3659.23227,3797.945696,4129.746001,4333.083669,4634.051811,4922.258584,5228.402211,5540.724611,5737.522406,5967.54476,5925.912365,6274.642273,,,
Early-demographic dividend,EAR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,1550.970248,1486.377442,1737.239637,1859.40024,2151.225496,2045.652748,1913.368335,1512.888643,1533.316857,1711.916738,1660.439868,1737.942391,1887.496906,2062.809162,2040.485812,1855.467269,1868.150706,1622.037364,1554.607147,1476.933058,1436.5744,1684.897405,1501.523698,1713.121343,1751.737327,1908.438732,2214.985178,2247.426176,2270.666631,2402.644989,2490.849784,2539.487368,2585.384919,2633.386098,2688.043005,2793.0846,2885.880188,2921.834801,2951.557045,2762.202261,2922.439857,,,
East Asia & Pacific,EAS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3868.679591,3761.254615,3787.215488,3459.063148,3451.405431,3495.605172,3558.522968,3984.529519,3888.835808,4282.842873,4448.141085,4767.702294,5373.488885,5391.116101,5624.583444,5994.589342,6113.930641,6464.23278,6716.631306,7026.337076,7397.909044,7741.988715,8090.853253,8270.60794,8475.1632,8311.66178,8668.400393,,,
Europe & Central Asia (excluding high income),ECA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245.036113,,,,,,,,,
Europe & Central Asia,ECS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,8819.914118,9027.613675,9353.622348,9764.781116,9621.058628,9526.686241,9827.796078,9974.696358,10309.49488,10533.27765,10432.60559,10236.01131,10271.20208,10430.60346,10617.2311,10834.59214,11329.16638,11610.91075,12050.55347,12365.21175,12674.17497,12825.18234,12970.84767,12735.17118,13006.30301,13277.79377,13599.79552,14057.96351,14549.76855,15016.28016,15550.52651,15855.1244,16015.8999,16283.42472,16801.01742,17213.63553,17785.99192,18353.62532,18159.46796,17252.36209,17760.3402,18016.04264,17938.58121,17976.39926,18267.53232,18562.98174,18815.10118,19246.69954,19554.82694,19788.74328,18498.79964,19422.22857,,,
Ecuador,ECU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,3357.328141,3449.464313,3351.376271,3393.474356,3799.613924,4212.699037,4383.763065,4546.446965,4509.422402,4328.847623,4418.286199,4633.970921,4504.598051,4046.191722,4001.319537,4184.782235,4085.543815,3948.802607,3592.320147,3443.155466,3628.255177,4062.988849,4193.476717,3849.350635,3933.501002,3879.251209,3844.947583,4076.978884,4130.394229,3570.131666,3150.106072,3025.601318,3245.8879,3284.645469,3207.990412,3230.10386,3327.392341,3469.921961,3715.721428,4020.23616,3941.002244,4072.933541,4284.097458,4542.021564,4696.215717,4854.429311,4744.540254,4786.712837,4565.146622,4524.130769,4245.575908,4257.924737,,,
Egypt,EGY,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,1430.349624,1421.889598,1430.841042,1430.198552,1289.597194,1227.594157,1355.818206,1338.528397,1234.568441,972.1733286,1004.272351,1059.353615,1208.444198,1281.160447,1316.825486,1342.616714,1526.974736,1605.957409,1531.534244,1498.19719,1453.994964,1657.493844,1760.375357,1714.939558,1786.928811,1846.590653,1935.620907,2085.698111,1999.447035,2039.684208,2134.357089,2254.281328,2239.749604,2205.92917,2195.675022,2194.730816,2344.899054,2487.134738,2544.200943,2636.192115,2686.680803,2686.482424,2761.808561,2768.890132,2793.502075,2983.278506,3071.296781,2849.321393,2886.820035,2994.776672,3096.556381,3098.013481,,,
Euro area,EMU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,13741.61853,14151.10364,14734.10267,15447.53649,15446.15108,15249.11031,15879.0581,16260.6767,16860.73292,17336.02103,17228.72881,16917.50474,17000.44593,17272.99965,17631.82393,18051.79484,18945.87236,19473.50186,20300.48843,20968.28665,21647.59154,22022.09493,22259.91416,21960.16078,22409.32873,22958.9227,23339.45134,23936.86624,24701.4325,25377.32814,25926.61728,26335.73193,26379.74963,26435.04228,26962.83491,27160.19246,27869.83448,28502.62167,28012.01984,26805.96581,27186.78396,27500.72759,27099.3328,27090.35551,27519.07973,28139.01192,28812.93375,29423.79929,29848.59097,30188.50855,27824.67116,29383.85436,,,
Eritrea,ERI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,9592.14946,10009.5823,10835.61823,11580.75512,11732.90654,11694.96548,11952.38787,12183.04713,12436.43218,12351.70597,12121.12483,11680.09427,11719.91833,11728.85917,11973.68747,12380.12433,13143.23489,13927.78009,14618.52056,15442.37273,16161.16556,16682.38503,16839.06292,16542.30434,16551.25068,17239.12257,17557.35835,18128.97268,19000.69487,19750.08342,20435.34563,21044.55947,21530.37938,21881.61694,22063.65031,22333.66355,22703.15227,22952.82307,22499.71659,21817.2076,21589.91613,20991.98346,20450.52846,20342.01602,20709.16014,21727.02711,22487.43445,23069.57661,23513.1692,23809.40927,20618.62005,21790.72734,,,
Estonia,EST,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7023.620088,7566.281453,8214.109022,8942.020187,9651.424093,10889.52171,12075.00531,13046.58326,12526.84488,10834.31496,10882.88457,12032.99398,12615.32781,13159.4832,13752.74855,14040.88602,14673.40298,15475.94818,16201.86686,16696.24907,15869.34431,17263.51032,,,
Ethiopia,ETH,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.2432148,363.662154,396.4441155,442.0834906,478.1032535,534.7482754,553.4680208,619.9593401,667.4745559,703.660782,729.3247073,,,
European Union,EUU,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,11745.25157,12079.97919,12563.39531,13166.97762,13137.11537,12995.03412,13503.53351,13778.94763,14260.82218,14651.61869,14553.87704,14290.51541,14350.50048,14571.36356,14887.94505,15233.21866,15991.48392,16425.11085,17086.36883,17635.81346,18193.83334,18486.94649,18677.9915,18433.76175,18877.46122,19372.15661,19720.83054,20225.86286,20903.13011,21489.10743,22013.43989,22406.59894,22540.71866,22683.42808,23222.56332,23523.00173,24237.60052,24883.78784,24618.64083,23600.96815,23984.49366,24289.78173,24008.32429,24064.63552,24523.57504,25156.40446,25778.2461,26413.89077,26879.7979,27302.23434,25433.40849,26885.23769,,,
Fragile and conflict affected situations,FCS,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.672717,,,,,,,,,
Finland,FIN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,16122.89657,16246.99093,17318.40042,18356.69166,18385.01121,18090.66695,18402.26538,18015.11349,18619.57294,20077.0537,20477.33846,20690.02249,21204.09679,21580.46442,22476.91976,23033.73006,23953.69256,24665.23575,26239.39836,26891.57217,26143.82788,23360.58997,21948.67751,21482.44002,22940.54176,25535.73769,26318.19297,28474.99889,30306.64127,31653.99638,33015.91326,34035.89483,34411.89296,34194.18503,35700.92043,35909.86455,36977.47316,38498.93363,37909.88306,34551.85702,35596.34125,35810.02517,34750.2313,34345.263,34528.89926,35093.91464,35863.74854,36788.38881,37372.4997,37604.09624,37141.56283,38530.27825,,,
Fiji,FJI,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4142.135905,,,,,,,,,
France,FRA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,15293.00641,15945.84306,16483.74064,17387.32721,17432.88789,17313.45982,17881.63618,18283.71417,19267.48771,19810.13859,19642.37749,19446.56675,19752.52445,19876.65164,19974.00265,20365.67022,21324.39864,21814.34338,22812.52839,23502.28307,24024.1647,23944.70732,24286.30868,24077.68952,24520.11011,24951.44102,25323.33086,25977.95276,27010.11064,27994.64387,28529.34246,28947.42634,28863.08374,28933.73692,29469.3159,29651.8756,30092.89281,30739.91679,30479.14685,29454.91709,29787.18762,30188.44145,29897.77797,30056.93005,30294.81666,30908.68633,31211.17278,31700.95518,31976.32025,32401.87443,29152.24715,31680.90141,,,
Faroe Islands,FRO,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3274.929302,,,,,,,,,
Gabon,GAB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,2402.178056,2702.576455,2426.102602,3024.191148,3208.316245,4175.885712,6709.588048,5155.54079,3358.515379,1583.299517,4817.318132,6786.359806,6880.27233,6304.878167,5972.555937,4868.705636,3865.697089,2768.496912,3692.0155,3138.88993,2652.131433,3279.925971,2624.665094,2133.454651,2609.541498,2415.291905,2673.317694,2801.917853,3005.580307,2861.640405,2286.630104,2833.384951,3067.543406,3034.063731,2917.051157,3180.413154,3010.786327,2930.569511,3036.318786,3052.839255,3064.757608,3414.159872,3687.359418,4012.924061,4494.550898,4577.103937,4501.845372,4433.982736,5533.268903,5756.123539,5190.622024,5323.047708,,,
United Kingdom,GBR,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,16292.0742,16479.18886,17010.89377,17647.06461,16539.04942,16682.15245,16901.92966,17013.62769,17857.64836,18034.22605,17755.50471,17539.7845,17911.29837,18635.01428,18973.62211,19489.37204,20575.45132,21433.36239,22617.59837,23038.00429,23144.54929,23054.66903,23623.2384,24447.46334,25832.26727,26415.48493,27080.00066,28930.7616,30709.30276,31158.31794,32304.64053,33100.7223,33913.2732,34950.69364,35630.48952,36467.22008,36309.61536,36703.26862,35506.01414,33967.99608,35167.57668,35219.52776,35060.44497,35414.26564,36646.76842,37457.26103,37831.47392,38801.29809,38933.16445,,,,,,
Georgia,GEO,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2507.038689,2668.087311,2925.962691,3067.284083,3280.026301,3333.061251,3335.488324,3603.05115,3869.877825,4051.966383,3889.365081,4182.078143,,,
Ghana,GHA,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060.485139,1107.591893,1185.742131,1124.477727,1139.263006,1215.01032,1315.817489,1465.840675,1370.797057,1358.926296,1418.077421,1438.961439,1543.22003,1616.331893,1686.486991,1596.231862,,,
Gibraltar,GIB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.2579114,510.9514048,517.9992289,471.8946274,534.5858802,542.1958672,584.3454874,570.951402,576.4100429,601.5361595,628.1242654,698.6934177,732.0130597,764.2528033,694.6016252,678.3217204,,,
"Gambia, The",GMB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532.1422472,509.4057914,510.2654016,521.99804,510.9797646,525.7982874,526.2059315,462.3178703,460.9666672,460.592473,439.454862,457.7628005,460.5071203,462.2990744,524.2001508,543.1210716,548.21266,539.402418,,,
Guinea-Bissau,GNB,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.2223052,80.35829899,128.2743122,378.9014788,386.8910084,388.5019879,334.4292177,388.0291622,382.7055636,387.4699343,378.8406547,395.5168676,372.5377783,407.366287,471.6806105,411.0020586,395.4562146,411.9958524,454.6448103,495.225713,515.1719981,531.9464282,555.8494442,512.6561682,531.0821031,,,
Equatorial Guinea,GNQ,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.6975164,4146.234993,4946.545184,6029.538831,4213.626683,2047.119276,3539.797173,3634.156628,4167.628,4112.893575,3844.051525,3129.264253,2718.248833,2682.718562,2184.728328,2037.593536,2305.722018,,,
Greece,GRC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19596.50062,20006.74498,19626.78201,18791.26371,17286.95764,15152.79573,14619.00553,14285.55199,14773.44423,15044.37444,15078.45039,15326.72567,15460.79186,15890.91664,14318.42087,15728.29884,,,
Grenada,GRD,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,2485.123413,2561.592915,2686.25749,2671.029908,2679.762363,2865.875143,3185.309412,3166.835728,3162.755192,3127.949869,3041.563548,2871.188106,2713.995347,2628.39476,2536.551301,2536.752835,2453.160281,2510.551633,2544.5897,2506.435476,2622.830993,2614.893658,2684.311428,2731.946444,2809.523001,2775.543628,2856.654262,2964.949886,2965.496537,2943.559622,2845.15636,2836.246778,2804.799741,2782.090809,2769.150402,2818.491181,2904.644635,2925.26153,2939.531664,2943.95345,3021.431538,3088.983598,3122.008462,3195.154084,3352.767535,3378.218891,3411.591564,3469.11175,3615.604249,3558.203829,3639.288578,,,
Guam,GUM,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5104.300549,,,,,,,,,
High income,HIC,Adjusted net national income per capita (constant 2015 US$),NY.ADJ.NNTY.PC.KD,,,,,,,,,,,9217.900157,9514.749518,9984.529575,10542.87764,10448.16544,10550.17306,11042.94127,11429.13827,12036.87421,12405.49212,12479.46456,12775.0559,13000.93963,13373.18734,14039.31593,14586.50566,15242.16788,15828.94358,16750.49348,17375.1699,17945.20939,18244.54276,18604.38925,18652.37512,19297.96094,19905.23644,20583.97187,21343.80779,21974.52305,22701.25179,23668.08266,24095.80074,24432.49281,24977.50149,26032.73349,26968.38134,28107.90527,28823.22503,28147.64885,26964.25374,28144.23574,28589.3186,28987.24241,29225.64245,29760.02966,30324.25052,30543.45933,31257.49261,31853.79515,32255.98844,30464.99687,31975.92656,,,
