Units,scenario,region,gcam-consumer,nodeinput,input,year,value
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,151.086
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,160.925
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,169.65
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,177.333
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,183.912
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,189.186
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,193.205
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,196.15
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,198.205
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,199.546
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,200.18
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,200.16
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,1975,54.5705
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,1990,98.0733
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2005,128.911
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2010,132.977
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2015,138.846
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2020,146.307
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2025,152.936
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2030,158.261
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2035,162.975
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2040,167.137
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2045,170.666
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2050,173.326
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2055,175.118
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2060,176.051
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2065,176.244
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2070,175.727
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2075,174.607
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2080,173.082
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2085,171.248
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2090,169.22
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2095,166.958
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2100,164.531
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,8.64866
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,13.3899
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,23.4411
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,34.8298
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,47.0008
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,52.7912
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,60.8681
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,71.8516
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,83.7403
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,97.6982
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,113.894
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,132.204
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,151.952
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,172.832
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,194.391
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,216.076
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,237.232
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,257.533
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,276.604
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,293.955
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,309.329
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,322.463
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,1975,30.3187
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,1990,45.009
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2005,66.454
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2010,75.9178
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2015,83.3973
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2020,93.4908
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2025,102.76
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2030,111.204
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2035,119.313
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2040,126.627
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2045,132.841
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2050,138.121
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2055,142.498
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2060,146.173
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2065,149.369
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2070,152.156
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2075,154.487
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2080,156.472
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2085,158.117
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2090,159.28
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2095,159.984
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2100,160.237
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,32.8106
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,46.9265
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,81.3673
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,113.358
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,140.089
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,158.286
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,182.509
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,224.058
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,271.186
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,324.908
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,385.087
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,451.24
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,520.967
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,593.505
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,667.615
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,741.397
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,812.912
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,880.595
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,943.08
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,999.608
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,1049.82
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,1093.24
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,1975,76.6074
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,1990,135.7
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2005,211.468
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2010,253.525
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2015,294.186
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2020,330.531
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2025,366.105
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2030,396.488
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2035,425.824
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2040,453.518
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2045,479.502
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2050,503.931
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2055,525.285
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2060,544.148
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2065,561.607
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2070,577.558
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2075,591.798
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2080,604.242
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2085,614.668
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2090,623.128
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2095,629.9
Pcal/yr,Scenario 3 APC2 CT 10_5,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2100,635.141
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,15.9534
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,18.8781
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,22.4955
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,25.9407
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,29.4018
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,30.0253
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,32.2007
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,34.2573
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,36.117
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,37.7646
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,39.1636
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,40.3758
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,41.3683
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,42.1599
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,42.7817
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,43.2058
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,43.4332
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,43.4885
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,43.4274
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,43.2649
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,43.0033
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,42.6409
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,1975,12.9603
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,1990,15.9662
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2005,16.5584
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2010,20.962
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2015,19.543
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2020,20.3102
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2025,20.7736
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2030,21.184
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2035,21.5421
Pcal/yr,Scenario 3 APC2 CT 10_5,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2040,21.8538
