Units,scenario,region,gcam-consumer,nodeinput,input,year,value
Pcal/yr,Reference,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2085,171.26
Pcal/yr,Reference,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2090,169.242
Pcal/yr,Reference,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2095,166.992
Pcal/yr,Reference,Africa_Northern,FoodDemand,FoodDemand,FoodDemand_Staples,2100,164.578
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,8.64866
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,13.3899
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,23.4411
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,34.8298
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,47.0008
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,52.6162
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,61.2496
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,72.1313
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,83.9232
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,97.7341
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,113.73
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,131.806
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,151.427
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,172.211
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,193.735
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,215.486
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,236.843
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,257.505
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,277.129
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,295.26
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,311.669
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,326.199
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,1975,30.3187
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,1990,45.009
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2005,66.454
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2010,75.9178
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2015,83.3973
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2020,93.52
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2025,102.711
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2030,111.174
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2035,119.301
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2040,126.634
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2045,132.865
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2050,138.156
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2055,142.529
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2060,146.198
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2065,149.385
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2070,152.164
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2075,154.488
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2080,156.471
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2085,158.118
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2090,159.289
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2095,160.006
Pcal/yr,Reference,Africa_Southern,FoodDemand,FoodDemand,FoodDemand_Staples,2100,160.278
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,32.8106
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,46.9265
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,81.3673
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,113.358
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,140.089
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,157.667
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,183.611
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,224.744
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,271.373
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,324.521
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,384.052
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,449.517
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,518.91
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,591.268
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,665.461
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,739.736
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,812.268
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,881.576
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,946.378
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,1006.01
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,1060.15
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,1108.64
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,1975,76.6074
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,1990,135.7
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2005,211.468
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2010,253.525
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2015,294.186
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2020,330.669
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2025,365.91
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2030,396.398
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2035,425.85
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2040,453.637
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2045,479.679
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2050,504.13
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2055,525.452
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2060,544.272
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2065,561.686
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2070,577.597
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2075,591.81
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2080,604.243
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2085,614.68
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2090,623.172
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2095,629.998
Pcal/yr,Reference,Africa_Western,FoodDemand,FoodDemand,FoodDemand_Staples,2100,635.319
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,15.9534
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,18.8781
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,22.4955
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,25.9407
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,29.4018
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,30.0023
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,32.1889
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,34.2227
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,36.0696
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,37.7081
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,39.1029
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,40.319
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,41.3437
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,42.1803
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,42.8611
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,43.361
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,43.682
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,43.8485
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,43.9183
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,43.9089
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,43.821
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,43.6601
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,1975,12.9603
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,1990,15.9662
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2005,16.5584
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2010,20.962
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2015,19.543
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2020,20.3102
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2025,20.7736
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2030,21.1838
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2035,21.5418
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2040,21.8533
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2045,22.0836
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2050,22.2347
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2055,22.3028
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2060,22.2906
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2065,22.2244
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2070,22.0924
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2075,21.9008
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2080,21.6554
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2085,21.3863
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2090,21.0994
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2095,20.7958
Pcal/yr,Reference,Argentina,FoodDemand,FoodDemand,FoodDemand_Staples,2100,20.4791
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,1975,10.4373
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,1990,13.658
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2005,15.98
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2010,19.9599
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2015,22.609
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2020,24.5558
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2025,26.5424
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2030,28.4327
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2035,30.243
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2040,32.0401
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2045,33.8385
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2050,35.5847
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2055,37.2577
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2060,38.8857
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2065,40.3699
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2070,41.6952
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2075,42.8373
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2080,43.7831
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2085,44.5115
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2090,45.0031
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2095,45.2445
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_NonStaples,2100,45.2567
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,1975,5.81307
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,1990,6.77565
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2005,8.80556
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2010,8.82462
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2015,10.129
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2020,10.8364
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2025,11.5281
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2030,12.1801
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2035,12.7991
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2040,13.4008
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2045,13.9893
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2050,14.5596
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2055,15.0994
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2060,15.5975
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2065,16.0171
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2070,16.3631
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2075,16.639
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2080,16.8393
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2085,16.959
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2090,16.988
Pcal/yr,Reference,Australia_NZ,FoodDemand,FoodDemand,FoodDemand_Staples,2095,16.9202
