Units,scenario,region,sector,year,value
1975$/GJ,Scenario 1,Africa_Southern,biomass,2080,1.66807
1975$/GJ,Scenario 1,Africa_Southern,biomass,2085,1.65298
1975$/GJ,Scenario 1,Africa_Southern,biomass,2090,1.63086
1975$/GJ,Scenario 1,Africa_Southern,biomass,2095,1.60574
1975$/GJ,Scenario 1,Africa_Southern,biomass,2100,1.58286
1975$/GJ,Scenario 1,Africa_Western,biomass,1975,1
1975$/GJ,Scenario 1,Africa_Western,biomass,1990,1.17624
1975$/GJ,Scenario 1,Africa_Western,biomass,2005,1.30811
1975$/GJ,Scenario 1,Africa_Western,biomass,2010,1.40245
1975$/GJ,Scenario 1,Africa_Western,biomass,2015,1.49506
1975$/GJ,Scenario 1,Africa_Western,biomass,2020,1.49852
1975$/GJ,Scenario 1,Africa_Western,biomass,2025,1.2885
1975$/GJ,Scenario 1,Africa_Western,biomass,2030,1.26763
1975$/GJ,Scenario 1,Africa_Western,biomass,2035,1.2633
1975$/GJ,Scenario 1,Africa_Western,biomass,2040,1.32956
1975$/GJ,Scenario 1,Africa_Western,biomass,2045,1.39968
1975$/GJ,Scenario 1,Africa_Western,biomass,2050,1.45667
1975$/GJ,Scenario 1,Africa_Western,biomass,2055,1.53673
1975$/GJ,Scenario 1,Africa_Western,biomass,2060,1.61058
1975$/GJ,Scenario 1,Africa_Western,biomass,2065,1.67196
1975$/GJ,Scenario 1,Africa_Western,biomass,2070,1.71298
1975$/GJ,Scenario 1,Africa_Western,biomass,2075,1.73731
1975$/GJ,Scenario 1,Africa_Western,biomass,2080,1.74791
1975$/GJ,Scenario 1,Africa_Western,biomass,2085,1.7498
1975$/GJ,Scenario 1,Africa_Western,biomass,2090,1.74378
1975$/GJ,Scenario 1,Africa_Western,biomass,2095,1.73724
1975$/GJ,Scenario 1,Africa_Western,biomass,2100,1.72734
1975$/GJ,Scenario 1,Argentina,biomass,1975,1
1975$/GJ,Scenario 1,Argentina,biomass,1990,1.20728
1975$/GJ,Scenario 1,Argentina,biomass,2005,1.09528
1975$/GJ,Scenario 1,Argentina,biomass,2010,1.15477
1975$/GJ,Scenario 1,Argentina,biomass,2015,1.15242
1975$/GJ,Scenario 1,Argentina,biomass,2020,1.14148
1975$/GJ,Scenario 1,Argentina,biomass,2025,1.07358
1975$/GJ,Scenario 1,Argentina,biomass,2030,1.09791
1975$/GJ,Scenario 1,Argentina,biomass,2035,1.12327
1975$/GJ,Scenario 1,Argentina,biomass,2040,1.20407
1975$/GJ,Scenario 1,Argentina,biomass,2045,1.27339
1975$/GJ,Scenario 1,Argentina,biomass,2050,1.33181
1975$/GJ,Scenario 1,Argentina,biomass,2055,1.37358
1975$/GJ,Scenario 1,Argentina,biomass,2060,1.40059
1975$/GJ,Scenario 1,Argentina,biomass,2065,1.42028
1975$/GJ,Scenario 1,Argentina,biomass,2070,1.42853
1975$/GJ,Scenario 1,Argentina,biomass,2075,1.42978
1975$/GJ,Scenario 1,Argentina,biomass,2080,1.42638
1975$/GJ,Scenario 1,Argentina,biomass,2085,1.41904
1975$/GJ,Scenario 1,Argentina,biomass,2090,1.40996
1975$/GJ,Scenario 1,Argentina,biomass,2095,1.40141
1975$/GJ,Scenario 1,Argentina,biomass,2100,1.39024
1975$/GJ,Scenario 1,Australia_NZ,biomass,1975,1
1975$/GJ,Scenario 1,Australia_NZ,biomass,1990,1.45122
1975$/GJ,Scenario 1,Australia_NZ,biomass,2005,1.47237
1975$/GJ,Scenario 1,Australia_NZ,biomass,2010,1.45708
1975$/GJ,Scenario 1,Australia_NZ,biomass,2015,1.40338
1975$/GJ,Scenario 1,Australia_NZ,biomass,2020,1.36713
1975$/GJ,Scenario 1,Australia_NZ,biomass,2025,1.24996
1975$/GJ,Scenario 1,Australia_NZ,biomass,2030,1.23163
1975$/GJ,Scenario 1,Australia_NZ,biomass,2035,1.24606
1975$/GJ,Scenario 1,Australia_NZ,biomass,2040,1.32046
1975$/GJ,Scenario 1,Australia_NZ,biomass,2045,1.39922
1975$/GJ,Scenario 1,Australia_NZ,biomass,2050,1.46375
1975$/GJ,Scenario 1,Australia_NZ,biomass,2055,1.51179
1975$/GJ,Scenario 1,Australia_NZ,biomass,2060,1.54443
1975$/GJ,Scenario 1,Australia_NZ,biomass,2065,1.56626
1975$/GJ,Scenario 1,Australia_NZ,biomass,2070,1.57143
1975$/GJ,Scenario 1,Australia_NZ,biomass,2075,1.56738
1975$/GJ,Scenario 1,Australia_NZ,biomass,2080,1.55748
1975$/GJ,Scenario 1,Australia_NZ,biomass,2085,1.54234
1975$/GJ,Scenario 1,Australia_NZ,biomass,2090,1.52543
1975$/GJ,Scenario 1,Australia_NZ,biomass,2095,1.50941
1975$/GJ,Scenario 1,Australia_NZ,biomass,2100,1.49231
1975$/GJ,Scenario 1,Brazil,biomass,1975,1
1975$/GJ,Scenario 1,Brazil,biomass,1990,1.49579
1975$/GJ,Scenario 1,Brazil,biomass,2005,1.45003
1975$/GJ,Scenario 1,Brazil,biomass,2010,1.46817
1975$/GJ,Scenario 1,Brazil,biomass,2015,1.42957
1975$/GJ,Scenario 1,Brazil,biomass,2020,1.40394
1975$/GJ,Scenario 1,Brazil,biomass,2025,1.27311
1975$/GJ,Scenario 1,Brazil,biomass,2030,1.23831
1975$/GJ,Scenario 1,Brazil,biomass,2035,1.22534
1975$/GJ,Scenario 1,Brazil,biomass,2040,1.26468
1975$/GJ,Scenario 1,Brazil,biomass,2045,1.3147200000000001
1975$/GJ,Scenario 1,Brazil,biomass,2050,1.35655
1975$/GJ,Scenario 1,Brazil,biomass,2055,1.39166
1975$/GJ,Scenario 1,Brazil,biomass,2060,1.41417
1975$/GJ,Scenario 1,Brazil,biomass,2065,1.43012
1975$/GJ,Scenario 1,Brazil,biomass,2070,1.43661
1975$/GJ,Scenario 1,Brazil,biomass,2075,1.43688
1975$/GJ,Scenario 1,Brazil,biomass,2080,1.43261
1975$/GJ,Scenario 1,Brazil,biomass,2085,1.42412
1975$/GJ,Scenario 1,Brazil,biomass,2090,1.41326
1975$/GJ,Scenario 1,Brazil,biomass,2095,1.40254
1975$/GJ,Scenario 1,Brazil,biomass,2100,1.38917
1975$/GJ,Scenario 1,Canada,biomass,1975,1
1975$/GJ,Scenario 1,Canada,biomass,1990,1.24403
1975$/GJ,Scenario 1,Canada,biomass,2005,1.29724
1975$/GJ,Scenario 1,Canada,biomass,2010,1.28398
1975$/GJ,Scenario 1,Canada,biomass,2015,1.23211
1975$/GJ,Scenario 1,Canada,biomass,2020,1.22125
1975$/GJ,Scenario 1,Canada,biomass,2025,1.02044
1975$/GJ,Scenario 1,Canada,biomass,2030,1.0049
1975$/GJ,Scenario 1,Canada,biomass,2035,1.01114
1975$/GJ,Scenario 1,Canada,biomass,2040,1.07873
1975$/GJ,Scenario 1,Canada,biomass,2045,1.15327
1975$/GJ,Scenario 1,Canada,biomass,2050,1.21471
1975$/GJ,Scenario 1,Canada,biomass,2055,1.25572
1975$/GJ,Scenario 1,Canada,biomass,2060,1.28139
1975$/GJ,Scenario 1,Canada,biomass,2065,1.29998
1975$/GJ,Scenario 1,Canada,biomass,2070,1.30789
1975$/GJ,Scenario 1,Canada,biomass,2075,1.30975
1975$/GJ,Scenario 1,Canada,biomass,2080,1.30753
1975$/GJ,Scenario 1,Canada,biomass,2085,1.3015
1975$/GJ,Scenario 1,Canada,biomass,2090,1.2939
1975$/GJ,Scenario 1,Canada,biomass,2095,1.28614
1975$/GJ,Scenario 1,Canada,biomass,2100,1.27556
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,1975,1
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,1990,1.47765
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2005,1.3516
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2010,1.42101
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2015,1.396
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2020,1.38023
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2025,1.21518
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2030,1.19468
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2035,1.19779
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2040,1.26356
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2045,1.33493
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2050,1.3905
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2055,1.44487
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2060,1.48041
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2065,1.50873
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2070,1.52607
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2075,1.53397
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2080,1.53232
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2085,1.52603
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2090,1.51605
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2095,1.50569
1975$/GJ,Scenario 1,Central America and Caribbean,biomass,2100,1.49409
1975$/GJ,Scenario 1,Central Asia,biomass,1975,1
1975$/GJ,Scenario 1,Central Asia,biomass,1990,0.998187
1975$/GJ,Scenario 1,Central Asia,biomass,2005,1.06134
1975$/GJ,Scenario 1,Central Asia,biomass,2010,1.12435
1975$/GJ,Scenario 1,Central Asia,biomass,2015,1.16048
1975$/GJ,Scenario 1,Central Asia,biomass,2020,1.1574
1975$/GJ,Scenario 1,Central Asia,biomass,2025,1.08621
1975$/GJ,Scenario 1,Central Asia,biomass,2030,1.12876
1975$/GJ,Scenario 1,Central Asia,biomass,2035,1.16459
1975$/GJ,Scenario 1,Central Asia,biomass,2040,1.24962
1975$/GJ,Scenario 1,Central Asia,biomass,2045,1.33369
1975$/GJ,Scenario 1,Central Asia,biomass,2050,1.4016
1975$/GJ,Scenario 1,Central Asia,biomass,2055,1.44911
1975$/GJ,Scenario 1,Central Asia,biomass,2060,1.47921
1975$/GJ,Scenario 1,Central Asia,biomass,2065,1.50174
1975$/GJ,Scenario 1,Central Asia,biomass,2070,1.51201
1975$/GJ,Scenario 1,Central Asia,biomass,2075,1.51285
1975$/GJ,Scenario 1,Central Asia,biomass,2080,1.50836
1975$/GJ,Scenario 1,Central Asia,biomass,2085,1.49928
1975$/GJ,Scenario 1,Central Asia,biomass,2090,1.48983
1975$/GJ,Scenario 1,Central Asia,biomass,2095,1.48153
1975$/GJ,Scenario 1,Central Asia,biomass,2100,1.46909
1975$/GJ,Scenario 1,China,biomass,1975,1
1975$/GJ,Scenario 1,China,biomass,1990,0.779626
1975$/GJ,Scenario 1,China,biomass,2005,0.828833
1975$/GJ,Scenario 1,China,biomass,2010,0.901204
1975$/GJ,Scenario 1,China,biomass,2015,0.943499
1975$/GJ,Scenario 1,China,biomass,2020,0.985661
1975$/GJ,Scenario 1,China,biomass,2025,1.0344
1975$/GJ,Scenario 1,China,biomass,2030,1.08714
1975$/GJ,Scenario 1,China,biomass,2035,1.12364
1975$/GJ,Scenario 1,China,biomass,2040,1.20374
1975$/GJ,Scenario 1,China,biomass,2045,1.26249
1975$/GJ,Scenario 1,China,biomass,2050,1.30998
1975$/GJ,Scenario 1,China,biomass,2055,1.34745
1975$/GJ,Scenario 1,China,biomass,2060,1.36643
1975$/GJ,Scenario 1,China,biomass,2065,1.37729
1975$/GJ,Scenario 1,China,biomass,2070,1.37512
1975$/GJ,Scenario 1,China,biomass,2075,1.36602
1975$/GJ,Scenario 1,China,biomass,2080,1.35462
1975$/GJ,Scenario 1,China,biomass,2085,1.33917
1975$/GJ,Scenario 1,China,biomass,2090,1.3222
1975$/GJ,Scenario 1,China,biomass,2095,1.30543
1975$/GJ,Scenario 1,China,biomass,2100,1.28473
1975$/GJ,Scenario 1,Colombia,biomass,1975,1
1975$/GJ,Scenario 1,Colombia,biomass,1990,1.25579
1975$/GJ,Scenario 1,Colombia,biomass,2005,1.17805
1975$/GJ,Scenario 1,Colombia,biomass,2010,1.20791
1975$/GJ,Scenario 1,Colombia,biomass,2015,1.19754
1975$/GJ,Scenario 1,Colombia,biomass,2020,1.21451
1975$/GJ,Scenario 1,Colombia,biomass,2025,1.08729
1975$/GJ,Scenario 1,Colombia,biomass,2030,1.07326
1975$/GJ,Scenario 1,Colombia,biomass,2035,1.07513
1975$/GJ,Scenario 1,Colombia,biomass,2040,1.1338
1975$/GJ,Scenario 1,Colombia,biomass,2045,1.19789
1975$/GJ,Scenario 1,Colombia,biomass,2050,1.23624
1975$/GJ,Scenario 1,Colombia,biomass,2055,1.27031
1975$/GJ,Scenario 1,Colombia,biomass,2060,1.29268
1975$/GJ,Scenario 1,Colombia,biomass,2065,1.30968
1975$/GJ,Scenario 1,Colombia,biomass,2070,1.31822
1975$/GJ,Scenario 1,Colombia,biomass,2075,1.32172
1975$/GJ,Scenario 1,Colombia,biomass,2080,1.32203
1975$/GJ,Scenario 1,Colombia,biomass,2085,1.31909
1975$/GJ,Scenario 1,Colombia,biomass,2090,1.31449
1975$/GJ,Scenario 1,Colombia,biomass,2095,1.31021
1975$/GJ,Scenario 1,Colombia,biomass,2100,1.30406
1975$/GJ,Scenario 1,EU-12,biomass,1975,1
1975$/GJ,Scenario 1,EU-12,biomass,1990,0.97094
1975$/GJ,Scenario 1,EU-12,biomass,2005,1.31985
1975$/GJ,Scenario 1,EU-12,biomass,2010,1.40667
1975$/GJ,Scenario 1,EU-12,biomass,2015,1.36664
1975$/GJ,Scenario 1,EU-12,biomass,2020,1.387
1975$/GJ,Scenario 1,EU-12,biomass,2025,1.09235
1975$/GJ,Scenario 1,EU-12,biomass,2030,1.03811
1975$/GJ,Scenario 1,EU-12,biomass,2035,1.02493
1975$/GJ,Scenario 1,EU-12,biomass,2040,1.08322
1975$/GJ,Scenario 1,EU-12,biomass,2045,1.14934
1975$/GJ,Scenario 1,EU-12,biomass,2050,1.20498
1975$/GJ,Scenario 1,EU-12,biomass,2055,1.24415
1975$/GJ,Scenario 1,EU-12,biomass,2060,1.27
1975$/GJ,Scenario 1,EU-12,biomass,2065,1.2908
1975$/GJ,Scenario 1,EU-12,biomass,2070,1.29933
1975$/GJ,Scenario 1,EU-12,biomass,2075,1.30027
1975$/GJ,Scenario 1,EU-12,biomass,2080,1.29728
1975$/GJ,Scenario 1,EU-12,biomass,2085,1.29008
1975$/GJ,Scenario 1,EU-12,biomass,2090,1.28131
1975$/GJ,Scenario 1,EU-12,biomass,2095,1.27261
1975$/GJ,Scenario 1,EU-12,biomass,2100,1.2599
1975$/GJ,Scenario 1,EU-15,biomass,1975,1
1975$/GJ,Scenario 1,EU-15,biomass,1990,1.21745
1975$/GJ,Scenario 1,EU-15,biomass,2005,1.3803
1975$/GJ,Scenario 1,EU-15,biomass,2010,1.67795
1975$/GJ,Scenario 1,EU-15,biomass,2015,1.94087
1975$/GJ,Scenario 1,EU-15,biomass,2020,1.78399
1975$/GJ,Scenario 1,EU-15,biomass,2025,0.921288
1975$/GJ,Scenario 1,EU-15,biomass,2030,0.87884
1975$/GJ,Scenario 1,EU-15,biomass,2035,0.869083
1975$/GJ,Scenario 1,EU-15,biomass,2040,0.929989
1975$/GJ,Scenario 1,EU-15,biomass,2045,1.00067
1975$/GJ,Scenario 1,EU-15,biomass,2050,1.06054
1975$/GJ,Scenario 1,EU-15,biomass,2055,1.10591
1975$/GJ,Scenario 1,EU-15,biomass,2060,1.13574
1975$/GJ,Scenario 1,EU-15,biomass,2065,1.15822
1975$/GJ,Scenario 1,EU-15,biomass,2070,1.16737
1975$/GJ,Scenario 1,EU-15,biomass,2075,1.16958
1975$/GJ,Scenario 1,EU-15,biomass,2080,1.16719
1975$/GJ,Scenario 1,EU-15,biomass,2085,1.15934
1975$/GJ,Scenario 1,EU-15,biomass,2090,1.14892
1975$/GJ,Scenario 1,EU-15,biomass,2095,1.13829
1975$/GJ,Scenario 1,EU-15,biomass,2100,1.12432
1975$/GJ,Scenario 1,Europe_Eastern,biomass,1975,1
1975$/GJ,Scenario 1,Europe_Eastern,biomass,1990,0.967504
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2005,1.16284
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2010,1.22584
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2015,1.18957
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2020,1.18096
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2025,1.05831
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2030,1.0732
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2035,1.09241
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2040,1.1729
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2045,1.2502
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2050,1.31283
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2055,1.35669
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2060,1.38577
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2065,1.40773
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2070,1.4176
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2075,1.42052
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2080,1.41871
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2085,1.41252
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2090,1.40439
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2095,1.39671
1975$/GJ,Scenario 1,Europe_Eastern,biomass,2100,1.38581
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,1975,1
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,1990,1.51538
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2005,1.41326
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2010,1.36146
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2015,1.29048
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2020,1.26945
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2025,1.0438
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2030,1.03044
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2035,1.04153
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2040,1.1183
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2045,1.20264
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2050,1.26655
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2055,1.31408
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2060,1.34533
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2065,1.36934
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2070,1.37984
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2075,1.3819
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2080,1.37915
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2085,1.37215
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2090,1.3635
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2095,1.35506
1975$/GJ,Scenario 1,Europe_Non_EU,biomass,2100,1.34312
1975$/GJ,Scenario 1,European Free Trade Association,biomass,1975,1
1975$/GJ,Scenario 1,European Free Trade Association,biomass,1990,1.66318
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2005,2.13109
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2010,2.51663
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2015,2.56339
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2020,2.54941
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2025,0.540498
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2030,0.54107
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2035,0.552986
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2040,0.603793
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2045,0.659129
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2050,0.706534
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2055,0.74015
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2060,0.762965
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2065,0.780707
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2070,0.789122
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2075,0.791989
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2080,0.791082
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2085,0.786552
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2090,0.780509
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2095,0.774404
1975$/GJ,Scenario 1,European Free Trade Association,biomass,2100,0.765856
1975$/GJ,Scenario 1,India,biomass,1975,1
1975$/GJ,Scenario 1,India,biomass,1990,1.14806
1975$/GJ,Scenario 1,India,biomass,2005,1.1785
1975$/GJ,Scenario 1,India,biomass,2010,1.21977
1975$/GJ,Scenario 1,India,biomass,2015,1.24496
1975$/GJ,Scenario 1,India,biomass,2020,1.27055
1975$/GJ,Scenario 1,India,biomass,2025,1.26965
1975$/GJ,Scenario 1,India,biomass,2030,1.28214
1975$/GJ,Scenario 1,India,biomass,2035,1.29491
1975$/GJ,Scenario 1,India,biomass,2040,1.34569
1975$/GJ,Scenario 1,India,biomass,2045,1.40564
1975$/GJ,Scenario 1,India,biomass,2050,1.45782
1975$/GJ,Scenario 1,India,biomass,2055,1.51276
1975$/GJ,Scenario 1,India,biomass,2060,1.56604
1975$/GJ,Scenario 1,India,biomass,2065,1.60564
1975$/GJ,Scenario 1,India,biomass,2070,1.6245
1975$/GJ,Scenario 1,India,biomass,2075,1.63215
1975$/GJ,Scenario 1,India,biomass,2080,1.63333
1975$/GJ,Scenario 1,India,biomass,2085,1.62733
1975$/GJ,Scenario 1,India,biomass,2090,1.6174
1975$/GJ,Scenario 1,India,biomass,2095,1.60548
1975$/GJ,Scenario 1,India,biomass,2100,1.58828
1975$/GJ,Scenario 1,Indonesia,biomass,1975,1
1975$/GJ,Scenario 1,Indonesia,biomass,1990,0.96777
1975$/GJ,Scenario 1,Indonesia,biomass,2005,0.902026
1975$/GJ,Scenario 1,Indonesia,biomass,2010,0.911299
1975$/GJ,Scenario 1,Indonesia,biomass,2015,0.918212
1975$/GJ,Scenario 1,Indonesia,biomass,2020,0.917819
1975$/GJ,Scenario 1,Indonesia,biomass,2025,0.900989
1975$/GJ,Scenario 1,Indonesia,biomass,2030,0.93356
1975$/GJ,Scenario 1,Indonesia,biomass,2035,0.958013
1975$/GJ,Scenario 1,Indonesia,biomass,2040,1.01895
1975$/GJ,Scenario 1,Indonesia,biomass,2045,1.08223
1975$/GJ,Scenario 1,Indonesia,biomass,2050,1.13553
1975$/GJ,Scenario 1,Indonesia,biomass,2055,1.17582
1975$/GJ,Scenario 1,Indonesia,biomass,2060,1.20176
1975$/GJ,Scenario 1,Indonesia,biomass,2065,1.21638
1975$/GJ,Scenario 1,Indonesia,biomass,2070,1.22287
1975$/GJ,Scenario 1,Indonesia,biomass,2075,1.22461
1975$/GJ,Scenario 1,Indonesia,biomass,2080,1.22339
1975$/GJ,Scenario 1,Indonesia,biomass,2085,1.21925
1975$/GJ,Scenario 1,Indonesia,biomass,2090,1.21363
1975$/GJ,Scenario 1,Indonesia,biomass,2095,1.20794
1975$/GJ,Scenario 1,Indonesia,biomass,2100,1.20001
1975$/GJ,Scenario 1,Japan,biomass,1975,1
